Name,Y0,X0,Y1,X1,Confidence,Class
0815_76,18.552683,32.81120974,160.7130667,158.0842876,0.999995708,1
0232_6,52.00367442,9.73740238,228.8117779,121.3371357,0.999727011,1
0023_2,11.76307923,0.7667858,178.2899976,140.7529544,0.999939442,1
0979_3,4.556610525,9.396597952,207.4375139,124.7532291,0.999881148,1
0869_15,28.16704619,21.80578613,197.2602829,144.7856348,0.999999702,1
0551_20,19.0455493,18.66225585,180.0089406,133.1501132,0.999998689,1
0051_2,3.703154951,16.96295154,249.0857831,125.145929,0.999992967,1
0314_7,20.82273164,8.717179656,190.3565196,136.9283034,0.999942958,1
1373_6,9.96174559,11.20415246,214.3901086,132.6609773,0.99978894,1
0655_34,16.33145809,16.5474844,183.8033199,145.132618,0.999884129,1
1017_39,24.49962717,28.19008854,168.6897847,153.0746212,0.999893665,1
1143_2,12.07137331,19.69430986,140.0665373,150.5502044,0.999861479,1
1761_1,11.3933298,9.312659204,203.0780444,129.9612263,0.999979615,1
0672_13,14.57323819,3.428606004,164.9166797,139.8153906,0.999979854,1
0532_2,14.14315081,20.46858925,182.8187195,139.4189495,0.999999285,1
1713_38,11.35549083,20.81609496,202.4291233,123.1398461,0.999986887,1
0912_23,29.81692082,25.29321116,169.2558732,151.909085,0.999999881,1
1483_35,13.9322705,10.45537823,163.2793957,138.8273041,0.999970078,1
0093_1,25.13273382,3.169023246,222.006408,119.6607953,0.999970913,1
1478_3,6.78532207,12.81095678,194.569711,111.5572978,0.99994278,1
1130_10,6.900769472,19.68916747,166.5234377,149.232133,0.999999642,1
0787_33,16.20693684,20.63915548,194.797704,148.0629594,0.999998927,1
0131_165,28.84999421,23.60945666,205.1561605,140.6174553,0.999992788,1
0544_1,7.906318456,17.12006786,159.5794237,152.4153068,0.999958992,1
0338_16,5.30911088,23.39290398,186.510374,132.3712744,0.999999881,1
1308_4,3.145109117,3.828265697,149.3197039,144.3667964,0.999980032,1
1270_7,24.33909684,8.324909747,185.3920993,131.9233302,0.999996901,1
0031_4,11.34506232,23.75311616,162.7260692,143.8477993,0.999936581,1
1701_14,11.98053047,11.87025261,150.6399429,146.7159207,0.999999762,1
0106_41,8.379923165,7.402802825,224.1817122,145.3971133,0.949112296,1
1500_4,15.96941885,26.23860911,228.0101672,121.1305093,0.999656677,1
1971_30,9.666216999,21.29009038,161.5308784,150.4610826,0.999819577,1
0871_13,13.68304086,4.885908514,155.7650189,147.4043934,0.999979854,1
0812_53,23.23173583,23.7706874,155.8683664,159.4572439,0.999996781,1
1198_11,20.94889909,26.15877217,169.0954263,147.676265,0.998770118,1
0162_53,17.39392781,22.83696967,192.5017073,133.0934772,0.999995708,1
0597_15,18.50514853,20.12098044,149.7544808,144.0741681,0.999990225,1
1211_1,3.19045198,11.85094792,202.0664653,131.5978636,0.999880552,1
0308_5,0.300157815,11.35457861,180.4268266,151.5441835,0.999943376,1
0460_47,20.67998695,34.34351456,171.5064106,153.1786013,0.999999404,1
0028_1,2.851247668,17.68975317,155.286584,186.9872103,0.999802232,1
0515_7,1.131969601,23.02442703,230.8676087,118.2179139,0.999876618,1
2029_174,17.65331018,16.8349123,179.7294642,140.0703239,0.999998093,1
0413_1,2.089235872,31.07689375,186.1545416,151.3389366,0.999847412,1
0645_6,15.18725535,20.76932502,163.9463032,143.3341293,0.999999285,1
1407_13,12.74472484,16.85443449,176.0143595,110.7559906,0.999999285,1
0703_1,22.4315283,30.51771784,164.1191554,127.9529823,0.999996424,1
0812_103,33.63094211,17.9427661,155.5302608,80.32185361,0.998110354,1
0812_103,23.37730765,43.88287291,155.5445302,125.8689314,0.968329549,1
0812_103,21.16202831,86.44444346,165.8084106,149.9412864,0.841587007,1
0131_167,8.505217195,14.81109321,290.0057564,116.3397374,0.999926448,1
0526_2,10.05970833,21.36308998,225.9673709,134.7411379,0.999998093,1
0647_212,17.00809968,21.52972275,173.3989406,151.7101857,0.999999642,1
0118_16,14.74669203,21.63040787,165.6404942,144.2306413,0.999938846,1
0584_37,13.49533224,21.28224242,152.4116392,147.9079796,0.999999821,1
0180_3,17.84151942,11.67011994,168.1224331,141.3593965,0.999998748,1
0081_24,7.959942818,13.30597591,146.7263412,149.0028019,0.99414295,1
0157_18,10.39564535,16.87979016,195.0077084,131.258503,0.999915004,1
1196_10,21.82573551,20.49160588,209.1137402,131.3270817,0.999997795,1
0425_21,24.44472009,30.1928339,219.6345706,147.3022375,0.880813241,1
0653_6,19.66889808,16.58481768,165.8545268,126.7728289,0.999999523,1
0134_114,8.606928706,24.73860115,201.5979087,147.3118735,0.99664706,1
0168_22,3.773234546,11.98903468,157.2846352,143.0803258,0.999918461,1
0196_6,3.027969182,23.90692833,121.7614876,156.8236434,0.999970555,1
0129_5,24.0924437,18.3701393,171.1988527,130.1141534,0.999988675,1
0626_1,13.22689936,9.907800674,161.8069292,128.4373989,0.983186007,1
1540_1,26.02946222,36.96187323,214.5104265,133.5432782,0.999999225,1
0144_28,15.38424084,26.93343604,175.3072801,142.7092267,0.999998629,1
1473_7,13.57023317,23.52365917,187.6395499,126.8922545,0.999982536,1
1700_18,16.76030526,21.52813509,199.6487156,150.9634285,0.999989986,1
0495_15,17.79119575,21.85470462,194.4600741,167.7671597,0.996186435,1
0082_2,14.21657538,18.72203976,140.3776463,154.9810773,0.999088585,1
0881_72,17.34296805,27.16526315,163.7929671,142.6351488,0.998563766,1
0881_70,7.796969503,11.46983653,153.0453148,161.9531915,0.999942362,1
1246_4,25.6646741,22.63609171,153.410143,149.974857,0.999996185,1
0425_18,18.04013729,23.89935791,229.8803473,116.4518809,0.999996781,1
1939_9,16.38436675,33.1916579,145.8359349,139.1538862,0.999991655,1
1083_12,2.562869757,22.89019743,143.6680048,145.0911193,0.999827862,1
0285_3,17.57736713,22.7983506,173.9468205,144.4546813,0.999999166,1
0738_1,1.516035199,2.144561738,172.653015,116.701267,0.993278503,1
1121_7,22.79653323,28.5733369,181.4703584,140.4271698,0.999999821,1
0364_9,10.85650358,10.14739296,215.1557585,123.2349048,0.999999762,1
1824_33,9.247409284,19.89718452,214.1409782,148.3256541,0.999889553,1
1471_1,1.602699935,5.481301993,174.9834291,126.1941254,0.998736322,1
0085_48,9.969204277,2.282866389,175.865069,121.5706669,0.999879837,1
1198_10,22.08815521,20.56158841,177.2434008,144.5579129,0.999999762,1
1417_61,25.55795377,31.68453062,226.6460202,145.0992733,0.999843419,1
0830_1,14.45723864,16.20112664,157.1492351,81.35158342,0.993789077,1
0830_1,8.26125592,33.73495978,155.9726941,134.4948494,0.62663871,1
0830_1,14.05290133,97.09817004,161,156.3806005,0.556623042,1
0675_1,10.78147444,11.78264514,119.835413,149.1502512,0.999994993,1
0596_17,11.86372113,22.57967949,209.4615556,127.057883,0.999967694,1
1263_32,17.19193852,22.88588163,169.4021372,129.6540892,0.999999404,1
0344_21,7.179545999,21.93009639,246.3394766,125.2188263,0.999996364,1
0099_34,3.465931714,17.75839201,227.4441737,123.2625651,0.999946356,1
0333_15,10.72679955,17.38093197,221.8166831,128.1615733,0.999998212,1
1891_6,14.57202879,17.76594296,191.0460416,137.7121747,0.999999404,1
1335_5,18.59023511,19.36795813,171.8950961,155.3019186,0.999998927,1
0438_10,4.364774287,19.34216338,203.4236296,128.2756286,0.999958277,1
0518_5,9.850382805,14.31852674,177.5721079,130.0696034,0.999999225,1
1199_13,21.5796555,12.81254917,190.5224063,138.0361377,0.999962986,1
1882_5,7.971026808,9.373118758,151.6844267,153.6288033,0.999990582,1
1561_18,20.17325145,20.89035898,171.7595249,147.5336568,0.999991298,1
1764_97,18.46399426,17.80903131,207.3596163,126.989149,0.999999464,1
0621_44,23.20003429,36.29979587,172.9466411,133.9260714,0.999978125,1
0994_4,25.65507215,4.778633505,180.02398,129.317104,0.99997735,1
0091_10,21.3801344,32.36960593,152.1879964,136.8334379,0.999938369,1
0597_39,11.2281087,20.12244612,160.8304536,149.9184765,0.999999046,1
1526_27,1.509991169,22.40311298,211.2896377,133.8571987,0.999991953,1
0956_1,10.63426635,34.29804248,252.4153579,102.8514014,0.999980092,1
0104_17,3.010973394,35.41047966,247.0088314,147.8772014,0.998926818,1
0326_3,8.943412006,21.66833982,144.7824445,152.3430054,0.999789476,1
0770_8,11.0519489,38.54415584,219.2540519,164.4937003,0.995657265,1
1625_3,27.95967469,14.60278645,142.6577647,133.5193807,0.999994159,1
1682_2,15.694922,22.81692669,203.8276223,149.6333939,0.999692202,1
0273_27,9.321474761,23.17847562,254.3813201,118.4906347,0.995945573,1
0107_12,4.9892205,6.722109377,229.3342209,132.8582945,0.999970078,1
0621_32,24.53468889,12.71279883,121.7742661,155.1291304,0.999982476,1
1960_2,1.162385255,5.0508461,188.0162996,156.7368661,0.998894215,1
1417_143,26.15409958,42.31723547,189.448444,151.5391788,0.999991179,1
2037_8,21.86906341,19.62356204,264.4878516,140.7296407,0.999998808,1
0426_62,29.55747473,22.59528208,206.6607405,126.1457019,0.999997497,1
1121_65,23.33094004,16.93192363,204.5356463,138.5468774,0.99999994,1
0929_25,0.371451616,0,56.09136164,49,0.999915004,1
1995_18,13.6043492,23.21062741,195.412387,119.3486044,0.999994814,1
0994_1,9.044970393,14.07791224,240.6097659,121.5739475,0.999991655,1
0715_49,20.20563969,22.99046338,116.6905097,141.5211797,0.999998569,1
1450_2,6.576607615,14.46682987,184.625097,149.1871023,0.999978781,1
0129_10,6.107019097,15.64335629,182.7700388,122.0408823,0.999941289,1
1957_1,19.95671216,17.54599154,200.9705044,118.3182479,0.999995828,1
0099_11,7.574370772,7.377247214,157.7667049,141.9726658,0.999994695,1
1111_4,4.165951878,22.53227696,206.976305,142.3552825,0.999923944,1
0533_18,11.89875636,6.7457546,150.880229,159.4630862,0.999995947,1
0626_2,9.631346703,16.04084522,169.1635733,130.4938862,0.99972409,1
0897_12,6.556929648,22.54807588,225.3835574,127.8339419,0.999992251,1
1179_26,1.011140376,18.37103233,170.7946161,134.0841013,0.999753058,1
0815_32,9.684549451,27.2207455,187.8091965,132.3985775,0.999995708,1
1246_8,18.61294898,23.20658833,174.5326008,132.7487486,0.99999541,1
0881_34,24.38020891,35.50809097,164.1081083,145.6086731,0.999969602,1
1036_33,12.9976519,33.1775949,183.2053149,136.6208485,0.999980211,1
0156_11,13.25714198,38.98933643,163.5104674,140.3506878,0.999917448,1
1214_1,1.35297963,16.04854116,198.5541501,147.2349081,0.999924541,1
0881_115,25.02109051,32.37878561,165.0658864,146.4410901,0.999995172,1
0300_1,14.63563389,17.17450172,174.4740463,145.3830931,0.999998331,1
0912_54,19.14555168,23.86908317,154.5844988,146.2097743,0.999993205,1
1550_2,19.16731098,35.60083893,213.0014758,121.6350818,0.999978185,1
2029_178,39.17776626,27.47675005,261.4296217,103.6238269,0.999857783,1
1417_207,28.36846635,31.4335556,196.4178419,152.1449604,0.999999464,1
1799_1,16.95359564,11.52174464,190.0847563,142.7567478,0.999997616,1
1198_38,23.53729236,15.32254538,365.9234639,119.3493648,0.998295248,1
0153_12,13.26938331,26.94033986,188.4951943,124.9642746,0.999992728,1
0906_87,20.25161839,0,219.1643219,129.8081542,0.999878645,1
0812_31,21.96201256,15.29069021,168.0811012,154.6272874,0.999998689,1
0646_7,18.72711119,12.87693575,148.6764582,167,0.999384165,1
0716_40,11.60192478,13.2192885,193.6713159,112.3512505,0.999992132,1
0167_56,12.960058,27.2379047,138.5216664,155.6982393,0.999998808,1
0168_5,14.57506719,14.67092052,170.6609387,142.2299851,0.999920368,1
0934_2,11.08895022,6.796256453,134.9615294,149.6572483,0.999990404,1
1899_8,11.4140645,4.612674832,242.7196113,103.5909432,0.999970317,1
0965_1,10.66772166,7.613004655,167.9745916,156.9604998,0.999967217,1
1889_7,16.63840628,19.55893046,237.246179,104.3306399,0.999996424,1
0414_2,10.8103444,32.60931855,197.9050919,135.8443229,0.999994993,1
0338_59,18.30866453,16.47265899,209.9005051,127.7695345,0.99999404,1
0131_129,27.48898923,28.68558651,175.3025109,149.1599109,0.999957204,1
0100_2,2.501852274,28.68617901,222.2552375,115.8420328,0.999890864,1
0188_17,2.934268117,12.30293727,271.123758,108.7001919,0.999983966,1
0517_76,22.69389534,37.58108497,226.2863096,136.9138963,0.999999046,1
1315_39,2.975822866,13.61651325,196.3498845,129.2398672,0.999958634,1
0657_29,2.717656523,12.34198308,136.7503781,151.7823789,0.999746799,1
1011_2,5.307550758,17.83517793,151.4822468,140.4078299,0.999960542,1
1715_14,8.727366358,6.707287103,241.6003181,121.7071048,0.999964535,1
0375_5,5.666663289,20.07948577,210.0421121,129.4265103,0.980528414,1
1580_3,4.854059905,17.71668631,258.3481547,127.9016958,0.999999344,1
0220_6,7.34975934,17.42438731,165.9905106,139.5508457,0.999830008,1
0540_54,19.87323314,24.30967855,182.1887326,136.9191184,0.999999881,1
0879_30,4.826504588,18.59619588,188.9713964,141.2421804,0.999832749,1
0550_16,4.845081896,12.66169479,193.3995558,142.889926,0.999990582,1
0647_179,29.931427,23.94406942,152.9037933,143.111897,0.999980569,1
0713_15,13.82769006,24.26553488,183.8375371,116.6933569,0.999949455,1
1974_16,16.6559853,17.65348959,179.67927,155.944315,0.999999702,1
1058_1,2.226477861,3.345196545,174.0541548,142.7850651,0.999533772,1
1274_2,17.44079664,22.80445933,204.4963145,146.4890968,0.999980569,1
1143_4,2.306938171,27.03140387,194.3430087,135.2421645,0.999970436,1
1452_6,21.22091001,15.0784733,124.3102168,149.9393059,0.999983191,1
0912_91,23.45545068,27.37466741,144.448446,155.2544289,0.999994993,1
0882_8,19.09109592,16.87078831,172.1638393,140.5214727,0.999996901,1
0511_3,4.392968148,19.90357026,189.901641,133.6222672,0.999953747,1
1685_9,14.40381664,25.54059291,200.3733475,130.6783594,0.99998939,1
1588_4,0,22.15080804,198.7894964,136.4975538,0.999996662,1
0720_2,11.93579507,12.77092275,139.8376941,147.996284,0.999989748,1
0347_4,22.11071089,13.89108312,170.5276,128.8671789,0.999791443,1
0259_19,4.203050733,9.869803488,188.9593872,133.3298326,0.999740243,1
0639_73,19.66295779,18.82382816,221.7356261,117.4145295,0.999893069,1
0656_6,16.46531045,16.63556242,159.3972498,145.8809677,0.99999702,1
0870_29,23.80636096,10.67965552,160.9223986,155.6457311,0.998820961,1
0881_28,33.98919538,44.33335045,182.2858483,136.4960597,0.999992847,1
1297_2,10.10311112,6.405772269,163.1055667,134.3131834,0.999954581,1
1561_16,19.66221204,26.79043293,155.3061957,147.0512695,0.999962211,1
1127_8,1.234625459,0.108823121,219.9951413,131.4211038,0.999979973,1
0907_14,16.70194265,34.57169625,207.5864416,123.2023079,0.999999404,1
2038_1,9.914759099,22.3794502,204.6292194,138.6665529,0.999998987,1
0078_10,18.25902805,12.63082319,212.3690834,130.4505234,0.999995947,1
0715_52,18.90525651,21.78894418,183.6018982,147.628996,0.999999881,1
0786_5,25.4712157,14.86319697,193.1101978,108.7899402,0.99999702,1
0093_17,13.09820116,27.37915441,216.3843644,133.9270526,0.999949932,1
0200_10,12.48590505,15.41937608,174.9407841,146.8251616,0.999984026,1
0641_2,16.04514965,9.537004083,141.6589315,156.1904097,0.999991417,1
1275_22,19.36747304,24.20256451,184.4527026,145.1706117,0.99999851,1
1764_62,7.160959393,28.393924,178.4010959,123.8796485,0.999976099,1
1569_4,6.414328426,19.32524681,155.4031029,141.2242719,0.999994516,1
1130_11,17.11552772,12.32190827,170.1417471,136.4498003,0.999999285,1
0388_9,2.929881424,1.128769845,198.1399112,116.5982587,0.928685308,1
0606_43,10.29827458,23.70643651,188.4016102,136.3233873,0.999963522,1
0788_1,15.36370191,15.26609731,182.042786,124.612769,0.999992192,1
0647_222,7.739927024,22.83495963,201.8225607,144.5339515,0.999988794,1
0404_14,14.94596395,20.48866367,154.9634213,136.6168658,0.992849946,1
0404_14,11.44443136,12.37190916,153.2423256,83.16486633,0.795309305,1
0541_4,14.50428635,10.42676961,152.5681786,150.6416662,0.999999642,1
0646_1,12.68332824,15.19112131,220.3379989,126.2169615,0.999488831,1
1675_22,1.140626967,7.736505926,173.5531947,133.143135,0.999949932,1
0323_36,7.991145551,15.3505536,250.8463798,120.5991825,0.999859571,1
0879_39,11.98656985,5.693097204,125.1462203,144.1731247,0.99996084,1
1293_1,0,18.04914698,347.4680251,124.3280619,0.999694765,1
0724_25,11.44094813,5.169296712,147.5051081,142.2179343,0.9999547,1
0990_13,4.371743739,28.00412115,196.1095367,130.9441684,0.997690082,1
0118_2,18.96933541,27.49755538,160.5995897,141.1414317,0.999998152,1
0867_27,9.078171641,21.5752452,233.7818774,143.441359,0.999906421,1
1701_21,18.79394352,32.25704169,149.7495288,150.0839224,0.995853782,1
1467_3,0.503948241,18.64264029,192.2695124,152.2263574,0.999916553,1
1409_4,2.996013612,26.55537415,238.2303385,124.7065634,0.999988377,1
1184_21,13.30458388,3.972566426,168.3574259,139.1149172,0.999998927,1
1494_17,23.47420818,12.21660018,206.5648318,138.7354422,0.999994934,1
1701_32,12.9293426,20.17291355,158.1372596,135.6941261,0.999880612,1
0881_73,27.44410568,22.09509158,189.6228401,153.0865831,0.999999046,1
2043_17,2.97105369,22.04819733,182.1777703,150.234291,0.999999523,1
0258_6,6.050859272,27.35730714,167.95015,136.9493439,0.999812365,1
0540_22,25.75716418,21.31554091,156.5425828,158.3512678,0.999999881,1
1142_5,20.33276474,18.9700245,204.8962908,134.9131721,0.99996841,1
0502_13,26.8906509,32.01231858,128.5317693,141.0286951,0.998279452,1
1375_1,2.19936651,28.80365065,223.9545012,124.8166083,0.999997258,1
0425_6,15.04590619,29.23505622,205.2194315,145.836215,0.999999583,1
1897_5,28.77044216,14.3239978,186.677084,129.2892429,0.999994397,1
1811_9,0.178734899,30.21342638,182.3930047,118.5317618,0.999916196,1
0694_3,5.922443599,17.05561474,176.7439353,160.4246426,0.999964476,1
0088_27,19.03038695,28.29979137,152.3001522,144.7170556,0.999900699,1
0881_192,24.32690024,31.41738415,162.4096153,156.660758,0.999184906,1
0656_16,8.251188874,29.68431222,154.1962011,141.23463,0.999903083,1
0636_4,10.13433373,25.52949306,201.8655624,134.7373554,0.999978304,1
0199_16,20.46655887,16.71939898,164.3784487,145.1769941,0.999939442,1
1239_6,16.98908481,26.50211364,169.9945035,145.7799983,0.999998808,1
1414_1,1.176799893,2.382547498,151.6216224,148.1511515,0.996049166,1
0716_30,17.72403905,23.8586466,181.5500014,128.626982,0.997791708,1
0716_30,27.08638054,97.59511739,181.3378424,152.7451041,0.524672389,1
0364_13,8.531426519,14.91485479,183.4963707,133.5508744,0.999999523,1
1764_77,7.78163892,7.36806497,183.8191684,129.2423666,0.999903202,1
0967_30,16.98295593,29.52778965,245.9966302,128.8046166,0.999999046,1
0162_10,0.049268693,5.722661018,173.2701123,143.9338017,0.999466836,1
0589_13,1.698610306,19.66170594,200.7902119,109.2809439,0.999794126,1
1315_25,22.38709274,2.793320775,220.599929,124.9897645,0.999983788,1
0714_12,17.54876965,18.36379912,164.4285409,140.977391,0.999992013,1
0714_12,23.30629125,97.74095994,170.9248964,136.1838385,0.524753034,1
1548_1,18.01492146,9.546736658,151.0641718,141.4092159,0.999974608,1
0584_39,17.55467108,16.96339622,230.883158,116.5810674,0.999999464,1
0881_216,18.51262003,18.73280659,149.2886952,162.9106321,0.999996543,1
1214_4,0.048271805,18.70290267,157.3085704,146.4399338,0.999991298,1
1897_21,14.51846766,5.883796155,172.5370175,149.7867145,0.999996126,1
0949_1,11.06195086,21.8170031,179.5821714,148.2939988,0.99999702,1
1373_24,2.851427704,15.52881914,178.595885,148.1244627,0.999850154,1
0120_5,28.11080372,20.97279203,150.2123811,153.7323879,0.999998331,1
0802_1,15.03291395,37.37040472,149.1421577,135.8122164,0.999153137,1
0659_4,9.341524929,16.26758409,179.4908642,127.9314948,0.999996185,1
0323_39,12.28125581,33.1299859,174.2495996,125.687826,0.999982476,1
1179_1,0.056612134,7.108807653,310.4133767,105.6257018,0.999854505,1
0425_54,26.26318491,19.16068202,198.8871802,142.8188541,0.999991238,1
0926_4,12.8511377,15.49537116,158.2314127,144.2747307,0.999994874,1
0935_2,5.758728355,17.19126508,263.862084,141.3518912,0.999961674,1
1193_9,2.79884845,12.2906664,183.4709385,145.2518367,0.999925971,1
0285_21,25.8083573,33.63906574,157.0230018,145.9470625,0.999996245,1
0885_1,7.135996521,14.93638381,196.175188,111.6651655,0.999939442,1
1438_5,8.671384931,15.71112818,273.323112,128.02004,0.999986649,1
0701_18,32.57875681,35.74598584,222.5299726,134.8712541,0.999996901,1
0677_3,9.171518236,10.48701364,218.8402401,141.8077554,0.999997616,1
1043_2,17.93107006,13.30151457,154.9318503,151.7753972,0.999998689,1
0081_5,10.41734219,12.04185104,114.2129898,149.7871571,0.996287704,1
1044_2,27.24211112,14.67451039,182.8859402,147.8408706,0.999899149,1
0307_4,13.00496206,19.20051411,168.7137038,131.6161884,0.99999994,1
1048_5,21.53671727,16.12096629,143.9167589,142.369377,0.999990523,1
